p_partkey,p_name,p_mfgr,p_category,p_brand1,p_color,p_type,p_size,p_container
18797,cyan pale,MFGR#3,MFGR#33,MFGR#3318,puff,SMALL POLISHED BRASS,28,WRAP PKG
18798,mint linen,MFGR#2,MFGR#22,MFGR#229,ghost,SMALL POLISHED BRASS,3,MED DRUM
18799,khaki turquoise,MFGR#5,MFGR#52,MFGR#521,firebrick,MEDIUM BURNISHED STEEL,40,WRAP CAN
18800,dim smoke,MFGR#2,MFGR#22,MFGR#2231,drab,LARGE BURNISHED COPPER,33,LG BOX
18801,plum antique,MFGR#3,MFGR#35,MFGR#3530,puff,SMALL BURNISHED NICKEL,25,LG DRUM
18802,metallic cornflower,MFGR#1,MFGR#11,MFGR#1135,violet,MEDIUM PLATED BRASS,8,WRAP JAR
18803,light frosted,MFGR#2,MFGR#21,MFGR#217,peru,SMALL BURNISHED NICKEL,44,LG PKG
18804,tomato blanched,MFGR#3,MFGR#35,MFGR#3530,blush,STANDARD BRUSHED TIN,44,LG CASE
18805,maroon saddle,MFGR#1,MFGR#15,MFGR#159,gainsboro,PROMO ANODIZED NICKEL,33,LG JAR
18806,salmon honeydew,MFGR#2,MFGR#24,MFGR#2419,red,LARGE ANODIZED NICKEL,48,MED CASE
18807,medium steel,MFGR#2,MFGR#22,MFGR#2219,honeydew,LARGE PLATED TIN,45,WRAP BOX
18808,tan cream,MFGR#2,MFGR#21,MFGR#216,rosy,LARGE PLATED NICKEL,24,LG PKG
18809,dodger orange,MFGR#2,MFGR#23,MFGR#2325,tan,ECONOMY ANODIZED NICKEL,15,SM CASE
18810,lavender coral,MFGR#5,MFGR#52,MFGR#525,lime,SMALL BRUSHED NICKEL,38,MED PKG
18811,purple chiffon,MFGR#3,MFGR#34,MFGR#3423,blanched,LARGE PLATED TIN,45,LG JAR
18812,lavender lace,MFGR#1,MFGR#14,MFGR#1414,antique,MEDIUM BRUSHED BRASS,41,WRAP PACK
18813,black cornflower,MFGR#1,MFGR#11,MFGR#1122,tan,ECONOMY BRUSHED TIN,11,JUMBO BOX
18814,snow chiffon,MFGR#1,MFGR#15,MFGR#1536,gainsboro,STANDARD PLATED STEEL,43,JUMBO CASE
18815,hot turquoise,MFGR#3,MFGR#32,MFGR#328,brown,LARGE BURNISHED COPPER,19,MED PACK
18816,peach navy,MFGR#5,MFGR#53,MFGR#5328,goldenrod,PROMO BURNISHED TIN,37,LG PACK
18817,slate orchid,MFGR#4,MFGR#41,MFGR#414,black,STANDARD ANODIZED NICKEL,40,WRAP BAG
18818,cornflower beige,MFGR#2,MFGR#22,MFGR#2231,wheat,LARGE ANODIZED NICKEL,26,LG PKG
18819,sandy royal,MFGR#3,MFGR#33,MFGR#337,dark,STANDARD ANODIZED STEEL,22,WRAP CAN
18820,cream saddle,MFGR#4,MFGR#44,MFGR#4422,hot,SMALL BURNISHED TIN,11,MED DRUM
18821,red navajo,MFGR#3,MFGR#34,MFGR#346,thistle,ECONOMY POLISHED STEEL,47,WRAP CAN
18822,bisque midnight,MFGR#2,MFGR#23,MFGR#2338,purple,MEDIUM ANODIZED COPPER,41,LG CASE
18823,hot magenta,MFGR#4,MFGR#44,MFGR#4422,blush,LARGE BRUSHED NICKEL,9,SM CASE
18824,red blanched,MFGR#2,MFGR#22,MFGR#2229,gainsboro,ECONOMY PLATED TIN,23,MED DRUM
18825,purple chocolate,MFGR#4,MFGR#41,MFGR#4127,coral,ECONOMY ANODIZED BRASS,46,MED CASE
18826,white red,MFGR#3,MFGR#31,MFGR#3126,saddle,MEDIUM PLATED NICKEL,25,WRAP DRUM
18827,papaya dim,MFGR#2,MFGR#22,MFGR#223,cornflower,MEDIUM BRUSHED BRASS,16,LG PKG
18828,gainsboro orange,MFGR#5,MFGR#53,MFGR#5312,pale,ECONOMY POLISHED COPPER,50,JUMBO BAG
18829,navajo khaki,MFGR#1,MFGR#12,MFGR#1221,slate,STANDARD BRUSHED NICKEL,1,MED JAR
18830,black orchid,MFGR#1,MFGR#13,MFGR#1330,dark,SMALL ANODIZED BRASS,29,SM DRUM
18831,orchid sandy,MFGR#2,MFGR#25,MFGR#2527,sky,LARGE ANODIZED STEEL,1,MED CASE
18832,lace snow,MFGR#3,MFGR#31,MFGR#315,chocolate,LARGE BRUSHED TIN,8,JUMBO BAG
18833,chocolate spring,MFGR#5,MFGR#54,MFGR#5436,wheat,SMALL PLATED BRASS,20,LG CAN
18834,hot khaki,MFGR#1,MFGR#11,MFGR#119,peach,ECONOMY BURNISHED TIN,8,SM JAR
18835,yellow pink,MFGR#5,MFGR#55,MFGR#551,green,LARGE ANODIZED TIN,8,WRAP PKG
18836,chocolate forest,MFGR#3,MFGR#33,MFGR#339,bisque,MEDIUM PLATED TIN,50,MED PACK
18837,blanched red,MFGR#1,MFGR#15,MFGR#1521,peach,ECONOMY PLATED TIN,41,SM PKG
18838,ghost moccasin,MFGR#5,MFGR#55,MFGR#5512,metallic,MEDIUM PLATED BRASS,3,JUMBO DRUM
18839,medium indian,MFGR#2,MFGR#23,MFGR#2328,thistle,MEDIUM ANODIZED BRASS,50,MED BOX
18840,moccasin azure,MFGR#5,MFGR#54,MFGR#5422,metallic,SMALL ANODIZED COPPER,36,MED PKG
18841,papaya purple,MFGR#2,MFGR#24,MFGR#2440,green,MEDIUM ANODIZED NICKEL,28,WRAP DRUM
18842,drab smoke,MFGR#4,MFGR#45,MFGR#451,tan,LARGE BURNISHED STEEL,15,MED PACK
18843,antique cornsilk,MFGR#1,MFGR#15,MFGR#155,puff,ECONOMY ANODIZED STEEL,26,MED CASE
18844,green purple,MFGR#2,MFGR#25,MFGR#2517,azure,MEDIUM PLATED NICKEL,45,LG JAR
18845,seashell metallic,MFGR#3,MFGR#31,MFGR#3129,light,STANDARD POLISHED TIN,30,SM DRUM
18846,grey hot,MFGR#3,MFGR#34,MFGR#3423,blanched,SMALL ANODIZED STEEL,41,WRAP PKG
18847,brown maroon,MFGR#4,MFGR#45,MFGR#4527,hot,PROMO BURNISHED TIN,22,SM JAR
18848,grey forest,MFGR#4,MFGR#44,MFGR#4431,papaya,ECONOMY BRUSHED BRASS,34,WRAP BAG
18849,antique dim,MFGR#3,MFGR#31,MFGR#3131,aquamarine,LARGE ANODIZED STEEL,8,JUMBO CAN
18850,brown rose,MFGR#5,MFGR#55,MFGR#5517,goldenrod,MEDIUM PLATED COPPER,36,LG JAR
18851,honeydew burlywood,MFGR#5,MFGR#51,MFGR#515,misty,LARGE ANODIZED TIN,45,JUMBO CASE
18852,orchid ghost,MFGR#3,MFGR#35,MFGR#3524,blanched,STANDARD BRUSHED TIN,3,WRAP DRUM
18853,blue metallic,MFGR#3,MFGR#33,MFGR#331,olive,LARGE ANODIZED STEEL,23,MED PKG
18854,black burlywood,MFGR#4,MFGR#41,MFGR#4116,dark,LARGE BURNISHED STEEL,7,MED JAR
18855,grey saddle,MFGR#2,MFGR#23,MFGR#2321,metallic,PROMO BRUSHED NICKEL,2,WRAP JAR
18856,ghost chiffon,MFGR#1,MFGR#14,MFGR#1424,honeydew,PROMO BRUSHED BRASS,22,LG PACK
18857,frosted medium,MFGR#5,MFGR#51,MFGR#512,cream,SMALL POLISHED BRASS,11,WRAP PACK
18858,cyan lemon,MFGR#2,MFGR#24,MFGR#247,sandy,MEDIUM ANODIZED COPPER,14,JUMBO BAG
18859,saddle lace,MFGR#4,MFGR#45,MFGR#4515,plum,LARGE ANODIZED STEEL,8,JUMBO CAN
18860,peach navy,MFGR#4,MFGR#44,MFGR#4437,drab,STANDARD POLISHED COPPER,28,WRAP PACK
18861,moccasin coral,MFGR#3,MFGR#33,MFGR#3336,burlywood,ECONOMY BURNISHED TIN,42,MED CAN
18862,pale firebrick,MFGR#5,MFGR#55,MFGR#552,indian,STANDARD BRUSHED BRASS,8,WRAP BOX
18863,spring magenta,MFGR#3,MFGR#35,MFGR#3526,floral,STANDARD ANODIZED BRASS,19,MED BOX
18864,dark misty,MFGR#4,MFGR#43,MFGR#4312,ivory,SMALL ANODIZED TIN,23,JUMBO CASE
18865,salmon papaya,MFGR#3,MFGR#32,MFGR#3222,deep,SMALL BRUSHED TIN,21,JUMBO CAN
18866,black tomato,MFGR#3,MFGR#33,MFGR#3326,medium,SMALL POLISHED COPPER,21,MED BOX
18867,frosted khaki,MFGR#4,MFGR#43,MFGR#432,indian,ECONOMY BURNISHED TIN,47,LG PACK
18868,papaya lace,MFGR#4,MFGR#45,MFGR#4525,gainsboro,STANDARD ANODIZED STEEL,37,LG JAR
18869,khaki sky,MFGR#4,MFGR#43,MFGR#433,chocolate,ECONOMY BRUSHED NICKEL,35,SM PACK
18870,navy puff,MFGR#2,MFGR#22,MFGR#2230,hot,LARGE PLATED STEEL,29,LG CASE
18871,black plum,MFGR#5,MFGR#54,MFGR#542,peru,SMALL POLISHED BRASS,3,LG DRUM
18872,dark frosted,MFGR#1,MFGR#11,MFGR#1136,burnished,STANDARD PLATED STEEL,25,LG PACK
18873,chocolate coral,MFGR#3,MFGR#35,MFGR#3525,mint,STANDARD BRUSHED NICKEL,37,MED JAR
18874,forest chartreuse,MFGR#3,MFGR#34,MFGR#3424,magenta,MEDIUM BRUSHED BRASS,3,SM CAN
18875,lawn cornflower,MFGR#5,MFGR#52,MFGR#5228,ghost,SMALL BRUSHED NICKEL,2,WRAP BOX
18876,bisque peru,MFGR#4,MFGR#42,MFGR#4213,indian,SMALL ANODIZED NICKEL,22,LG BOX
18877,magenta dark,MFGR#2,MFGR#25,MFGR#2522,almond,SMALL BRUSHED STEEL,2,WRAP BAG
18878,dim goldenrod,MFGR#4,MFGR#45,MFGR#4516,smoke,ECONOMY PLATED COPPER,27,MED JAR
18879,navy white,MFGR#2,MFGR#21,MFGR#2114,burnished,SMALL BURNISHED NICKEL,8,LG BAG
18880,bisque firebrick,MFGR#2,MFGR#23,MFGR#2327,khaki,PROMO POLISHED NICKEL,13,WRAP PKG
18881,moccasin almond,MFGR#3,MFGR#32,MFGR#322,lime,LARGE BRUSHED COPPER,37,SM PKG
18882,chiffon lime,MFGR#1,MFGR#11,MFGR#1122,gainsboro,ECONOMY BRUSHED TIN,39,MED JAR
18883,medium peach,MFGR#1,MFGR#12,MFGR#1212,olive,SMALL BURNISHED BRASS,5,WRAP CAN
18884,dark saddle,MFGR#1,MFGR#11,MFGR#118,papaya,ECONOMY ANODIZED NICKEL,37,JUMBO BAG
18885,gainsboro navajo,MFGR#5,MFGR#55,MFGR#5512,medium,PROMO PLATED COPPER,44,MED BAG
18886,black dim,MFGR#5,MFGR#55,MFGR#5510,salmon,PROMO BURNISHED COPPER,24,WRAP BOX
18887,cornflower lemon,MFGR#4,MFGR#41,MFGR#4110,royal,STANDARD POLISHED NICKEL,8,LG PACK
18888,blanched pale,MFGR#1,MFGR#13,MFGR#1324,metallic,MEDIUM ANODIZED BRASS,36,MED CASE
18889,cornsilk bisque,MFGR#3,MFGR#31,MFGR#316,plum,ECONOMY PLATED COPPER,7,JUMBO DRUM
18890,chiffon purple,MFGR#3,MFGR#31,MFGR#3132,peach,PROMO ANODIZED NICKEL,27,JUMBO JAR
18891,deep chiffon,MFGR#3,MFGR#34,MFGR#3432,pink,ECONOMY BURNISHED STEEL,19,MED DRUM
18892,dark azure,MFGR#5,MFGR#53,MFGR#5333,blue,PROMO PLATED NICKEL,1,LG BOX
18893,metallic drab,MFGR#2,MFGR#24,MFGR#243,rose,STANDARD BURNISHED COPPER,16,WRAP PACK
18894,dim brown,MFGR#3,MFGR#34,MFGR#3429,cornflower,PROMO BURNISHED STEEL,11,SM BAG
18895,violet indian,MFGR#2,MFGR#22,MFGR#2235,blue,MEDIUM BRUSHED COPPER,43,JUMBO CAN
18896,ghost blush,MFGR#3,MFGR#33,MFGR#336,dim,MEDIUM BRUSHED NICKEL,21,WRAP CAN
18897,sandy azure,MFGR#5,MFGR#55,MFGR#557,saddle,SMALL BRUSHED BRASS,33,MED BAG
18898,beige hot,MFGR#2,MFGR#21,MFGR#2134,yellow,ECONOMY POLISHED COPPER,11,LG BOX
18899,hot lemon,MFGR#5,MFGR#52,MFGR#5224,smoke,PROMO ANODIZED COPPER,26,SM PACK
18900,spring forest,MFGR#4,MFGR#41,MFGR#4117,almond,STANDARD ANODIZED NICKEL,12,LG CAN
18901,plum lemon,MFGR#3,MFGR#34,MFGR#342,blush,LARGE PLATED TIN,4,WRAP CAN
18902,light magenta,MFGR#4,MFGR#43,MFGR#4327,honeydew,SMALL PLATED NICKEL,25,LG DRUM
18903,burnished salmon,MFGR#3,MFGR#33,MFGR#3326,cornflower,SMALL ANODIZED STEEL,33,JUMBO CASE
18904,green ivory,MFGR#5,MFGR#54,MFGR#5425,light,PROMO ANODIZED TIN,2,JUMBO CASE
18905,almond turquoise,MFGR#5,MFGR#54,MFGR#5432,midnight,LARGE PLATED COPPER,49,WRAP PACK
18906,medium green,MFGR#2,MFGR#21,MFGR#215,burnished,SMALL BURNISHED TIN,50,WRAP PKG
18907,black drab,MFGR#2,MFGR#21,MFGR#219,sienna,PROMO PLATED TIN,40,SM BAG
18908,moccasin metallic,MFGR#5,MFGR#55,MFGR#552,hot,STANDARD ANODIZED COPPER,31,JUMBO JAR
18909,chocolate snow,MFGR#2,MFGR#22,MFGR#228,burnished,STANDARD BRUSHED TIN,17,MED BOX
18910,blanched honeydew,MFGR#5,MFGR#53,MFGR#5317,olive,MEDIUM PLATED COPPER,23,LG CASE
18911,khaki salmon,MFGR#2,MFGR#21,MFGR#2134,snow,PROMO BRUSHED STEEL,27,WRAP BAG
18912,dark forest,MFGR#2,MFGR#24,MFGR#2410,olive,PROMO ANODIZED TIN,37,JUMBO CAN
18913,dim brown,MFGR#3,MFGR#34,MFGR#3434,orange,PROMO BRUSHED BRASS,29,LG BAG
18914,deep wheat,MFGR#3,MFGR#34,MFGR#3412,drab,LARGE POLISHED NICKEL,6,MED DRUM
18915,medium slate,MFGR#1,MFGR#15,MFGR#1530,royal,STANDARD BURNISHED TIN,32,LG JAR
18916,frosted brown,MFGR#2,MFGR#24,MFGR#241,coral,SMALL ANODIZED COPPER,36,JUMBO JAR
18917,black spring,MFGR#5,MFGR#54,MFGR#545,beige,STANDARD PLATED BRASS,40,MED DRUM
18918,white magenta,MFGR#1,MFGR#15,MFGR#1522,puff,MEDIUM ANODIZED COPPER,37,MED CASE
18919,royal forest,MFGR#5,MFGR#54,MFGR#5418,dark,ECONOMY POLISHED STEEL,13,MED JAR
18920,rosy purple,MFGR#5,MFGR#51,MFGR#511,sienna,SMALL BRUSHED TIN,44,SM CASE
18921,rose moccasin,MFGR#3,MFGR#32,MFGR#3218,gainsboro,SMALL ANODIZED COPPER,46,JUMBO PKG
18922,pink seashell,MFGR#1,MFGR#15,MFGR#1538,maroon,STANDARD PLATED STEEL,1,SM DRUM
18923,green orchid,MFGR#1,MFGR#12,MFGR#1222,lawn,SMALL PLATED COPPER,46,MED CAN
18924,olive snow,MFGR#5,MFGR#53,MFGR#5325,honeydew,SMALL BRUSHED TIN,46,JUMBO BOX
18925,gainsboro cornsilk,MFGR#2,MFGR#23,MFGR#2320,peach,SMALL PLATED STEEL,14,JUMBO DRUM
18926,violet metallic,MFGR#2,MFGR#23,MFGR#2329,yellow,PROMO PLATED COPPER,21,JUMBO PACK
18927,brown steel,MFGR#2,MFGR#25,MFGR#2534,antique,STANDARD PLATED TIN,8,SM CASE
18928,chartreuse metallic,MFGR#2,MFGR#21,MFGR#2110,olive,SMALL POLISHED NICKEL,2,LG PACK
18929,papaya pink,MFGR#2,MFGR#22,MFGR#2221,blanched,MEDIUM POLISHED NICKEL,10,WRAP PKG
18930,chartreuse dodger,MFGR#5,MFGR#55,MFGR#5538,cyan,LARGE ANODIZED STEEL,3,SM PACK
18931,floral olive,MFGR#5,MFGR#55,MFGR#5531,tomato,PROMO PLATED BRASS,9,MED PACK
18932,violet chocolate,MFGR#3,MFGR#31,MFGR#3137,spring,STANDARD PLATED STEEL,24,LG JAR
18933,lemon bisque,MFGR#3,MFGR#33,MFGR#3319,beige,LARGE PLATED BRASS,4,SM PACK
18934,rosy mint,MFGR#1,MFGR#11,MFGR#115,lavender,SMALL PLATED NICKEL,16,WRAP PKG
18935,cream metallic,MFGR#5,MFGR#54,MFGR#542,midnight,SMALL PLATED BRASS,26,MED BOX
18936,beige red,MFGR#5,MFGR#54,MFGR#5421,blue,LARGE BRUSHED STEEL,11,MED CASE
18937,bisque sienna,MFGR#1,MFGR#13,MFGR#1337,firebrick,SMALL ANODIZED STEEL,11,LG CASE
18938,slate midnight,MFGR#1,MFGR#11,MFGR#1121,pale,ECONOMY BURNISHED BRASS,14,SM BOX
18939,lawn metallic,MFGR#5,MFGR#55,MFGR#5540,puff,ECONOMY POLISHED TIN,19,JUMBO PACK
18940,hot floral,MFGR#4,MFGR#42,MFGR#427,seashell,LARGE BURNISHED COPPER,11,LG CAN
18941,burlywood linen,MFGR#5,MFGR#52,MFGR#5231,lavender,PROMO ANODIZED NICKEL,18,LG BAG
18942,hot brown,MFGR#1,MFGR#12,MFGR#1221,cream,LARGE POLISHED TIN,27,SM CAN
18943,ivory antique,MFGR#1,MFGR#14,MFGR#144,beige,SMALL ANODIZED NICKEL,41,SM BOX
18944,navy wheat,MFGR#3,MFGR#34,MFGR#342,light,ECONOMY PLATED TIN,17,SM PACK
18945,powder moccasin,MFGR#2,MFGR#25,MFGR#2540,misty,STANDARD POLISHED NICKEL,7,MED CAN
18946,lace azure,MFGR#2,MFGR#24,MFGR#2411,gainsboro,ECONOMY POLISHED STEEL,1,JUMBO BAG
18947,floral aquamarine,MFGR#1,MFGR#15,MFGR#1524,antique,PROMO PLATED TIN,23,SM BAG
18948,saddle mint,MFGR#2,MFGR#21,MFGR#2139,lace,STANDARD PLATED TIN,24,SM BAG
18949,dim dark,MFGR#2,MFGR#21,MFGR#214,burnished,LARGE PLATED COPPER,10,SM CAN
18950,thistle steel,MFGR#1,MFGR#13,MFGR#132,blue,MEDIUM ANODIZED COPPER,15,SM JAR
18951,dim misty,MFGR#2,MFGR#24,MFGR#2427,cyan,MEDIUM BURNISHED STEEL,23,WRAP PACK
18952,deep coral,MFGR#1,MFGR#12,MFGR#1235,grey,LARGE PLATED TIN,26,LG BAG
18953,chartreuse navy,MFGR#4,MFGR#41,MFGR#4131,honeydew,LARGE BURNISHED NICKEL,7,SM JAR
18954,ghost indian,MFGR#3,MFGR#35,MFGR#3527,drab,LARGE ANODIZED STEEL,44,LG PACK
18955,orange grey,MFGR#4,MFGR#45,MFGR#4516,orchid,STANDARD PLATED BRASS,43,JUMBO JAR
18956,dark grey,MFGR#3,MFGR#31,MFGR#3113,violet,STANDARD POLISHED COPPER,27,LG JAR
18957,beige coral,MFGR#2,MFGR#24,MFGR#2426,orchid,STANDARD BURNISHED STEEL,6,WRAP BAG
18958,blush frosted,MFGR#4,MFGR#42,MFGR#4224,dark,LARGE BURNISHED STEEL,43,LG BOX
18959,sky navajo,MFGR#2,MFGR#21,MFGR#211,saddle,PROMO PLATED NICKEL,27,WRAP PKG
18960,puff almond,MFGR#4,MFGR#45,MFGR#4536,papaya,STANDARD POLISHED NICKEL,21,SM DRUM
18961,hot dark,MFGR#1,MFGR#12,MFGR#1237,orchid,PROMO BURNISHED STEEL,45,WRAP PKG
18962,linen honeydew,MFGR#2,MFGR#22,MFGR#2230,black,PROMO PLATED STEEL,47,SM CAN
18963,seashell light,MFGR#1,MFGR#11,MFGR#1132,almond,ECONOMY POLISHED BRASS,20,SM BOX
18964,saddle tomato,MFGR#4,MFGR#44,MFGR#4426,royal,ECONOMY PLATED NICKEL,2,WRAP CASE
18965,sienna maroon,MFGR#3,MFGR#32,MFGR#3220,honeydew,PROMO BURNISHED COPPER,30,JUMBO BOX
18966,deep frosted,MFGR#4,MFGR#41,MFGR#4112,peach,PROMO POLISHED NICKEL,50,LG PACK
18967,khaki smoke,MFGR#1,MFGR#14,MFGR#1433,pale,SMALL BRUSHED TIN,23,MED CAN
18968,turquoise bisque,MFGR#5,MFGR#52,MFGR#5237,misty,MEDIUM PLATED COPPER,30,JUMBO CAN
18969,lemon firebrick,MFGR#1,MFGR#13,MFGR#1313,bisque,MEDIUM PLATED NICKEL,45,JUMBO PKG
18970,cornflower blue,MFGR#4,MFGR#42,MFGR#4223,dodger,ECONOMY PLATED NICKEL,15,JUMBO CAN
18971,cream cyan,MFGR#4,MFGR#43,MFGR#438,peach,ECONOMY BURNISHED TIN,43,LG PKG
18972,linen firebrick,MFGR#1,MFGR#12,MFGR#1240,rosy,LARGE ANODIZED BRASS,15,JUMBO PACK
18973,burnished cornsilk,MFGR#1,MFGR#12,MFGR#126,deep,MEDIUM POLISHED COPPER,16,MED DRUM
18974,deep beige,MFGR#2,MFGR#25,MFGR#2537,burnished,PROMO ANODIZED COPPER,36,MED PKG
18975,floral lime,MFGR#1,MFGR#12,MFGR#1232,azure,PROMO BURNISHED BRASS,44,JUMBO DRUM
18976,almond ivory,MFGR#3,MFGR#33,MFGR#3321,deep,SMALL BRUSHED BRASS,30,JUMBO JAR
18977,dim indian,MFGR#1,MFGR#11,MFGR#1122,salmon,LARGE PLATED STEEL,14,LG CASE
18978,blanched cornflower,MFGR#4,MFGR#42,MFGR#4223,pink,SMALL POLISHED STEEL,30,WRAP PKG
18979,lime thistle,MFGR#2,MFGR#24,MFGR#241,midnight,ECONOMY BURNISHED STEEL,7,JUMBO BOX
18980,tomato cornsilk,MFGR#2,MFGR#25,MFGR#255,goldenrod,SMALL BRUSHED BRASS,20,LG JAR
18981,khaki powder,MFGR#2,MFGR#22,MFGR#2237,indian,MEDIUM POLISHED TIN,1,LG BOX
18982,cyan beige,MFGR#5,MFGR#51,MFGR#515,snow,PROMO BURNISHED COPPER,15,WRAP JAR
18983,chocolate cornsilk,MFGR#2,MFGR#25,MFGR#2538,lace,LARGE BRUSHED COPPER,14,SM BOX
18984,dim chiffon,MFGR#3,MFGR#34,MFGR#3428,brown,LARGE BURNISHED NICKEL,14,SM BAG
18985,peach chocolate,MFGR#3,MFGR#33,MFGR#3319,indian,ECONOMY PLATED TIN,46,SM BAG
18986,aquamarine sienna,MFGR#1,MFGR#11,MFGR#1139,linen,STANDARD BRUSHED COPPER,1,WRAP BAG
18987,goldenrod hot,MFGR#3,MFGR#33,MFGR#335,yellow,LARGE ANODIZED STEEL,25,SM BOX
18988,almond chocolate,MFGR#3,MFGR#31,MFGR#3126,medium,LARGE BURNISHED STEEL,48,LG BAG
18989,saddle blue,MFGR#4,MFGR#45,MFGR#458,hot,ECONOMY ANODIZED NICKEL,21,WRAP BAG
18990,indian plum,MFGR#5,MFGR#55,MFGR#5517,yellow,PROMO BURNISHED STEEL,37,MED PKG
18991,orchid peru,MFGR#4,MFGR#45,MFGR#4536,papaya,PROMO POLISHED TIN,35,LG DRUM
18992,lavender khaki,MFGR#4,MFGR#43,MFGR#4332,ghost,PROMO PLATED STEEL,7,WRAP BOX
18993,firebrick lime,MFGR#1,MFGR#13,MFGR#1311,khaki,LARGE BURNISHED NICKEL,15,MED JAR
18994,gainsboro midnight,MFGR#2,MFGR#23,MFGR#2311,ghost,STANDARD PLATED BRASS,9,LG PACK
18995,black salmon,MFGR#2,MFGR#24,MFGR#2436,tomato,STANDARD BURNISHED BRASS,40,MED CAN
18996,rosy sienna,MFGR#1,MFGR#11,MFGR#116,dark,PROMO POLISHED COPPER,32,WRAP BAG
18997,peach midnight,MFGR#4,MFGR#43,MFGR#4332,magenta,MEDIUM BURNISHED NICKEL,34,MED BOX
18998,purple indian,MFGR#1,MFGR#12,MFGR#128,cornflower,ECONOMY PLATED NICKEL,11,LG DRUM
18999,antique floral,MFGR#3,MFGR#33,MFGR#3327,cornflower,LARGE ANODIZED NICKEL,46,MED DRUM
19000,linen rosy,MFGR#2,MFGR#22,MFGR#2213,cyan,MEDIUM PLATED STEEL,33,JUMBO JAR
19001,cyan turquoise,MFGR#1,MFGR#12,MFGR#127,navajo,STANDARD POLISHED STEEL,29,LG PKG
19002,olive lavender,MFGR#3,MFGR#31,MFGR#3117,puff,MEDIUM POLISHED TIN,48,LG CASE
19003,papaya drab,MFGR#4,MFGR#44,MFGR#4439,beige,LARGE ANODIZED NICKEL,7,SM PACK
19004,dim cyan,MFGR#3,MFGR#34,MFGR#346,hot,LARGE BRUSHED NICKEL,43,SM JAR
19005,navajo linen,MFGR#5,MFGR#53,MFGR#5327,frosted,ECONOMY BURNISHED BRASS,5,JUMBO PACK
19006,turquoise honeydew,MFGR#3,MFGR#33,MFGR#335,thistle,STANDARD ANODIZED STEEL,4,WRAP BOX
19007,maroon pink,MFGR#3,MFGR#33,MFGR#3336,peach,SMALL BRUSHED TIN,49,LG BAG
19008,bisque yellow,MFGR#1,MFGR#15,MFGR#1512,blanched,PROMO PLATED BRASS,45,SM DRUM
19009,cyan lavender,MFGR#1,MFGR#11,MFGR#1115,violet,SMALL BRUSHED NICKEL,15,JUMBO JAR
19010,burnished plum,MFGR#5,MFGR#52,MFGR#5221,misty,ECONOMY BRUSHED BRASS,7,SM PACK
19011,dim frosted,MFGR#5,MFGR#53,MFGR#5324,cornflower,LARGE PLATED BRASS,16,WRAP BAG
19012,lime olive,MFGR#3,MFGR#31,MFGR#319,grey,MEDIUM PLATED BRASS,44,LG PACK
19013,chartreuse tomato,MFGR#5,MFGR#51,MFGR#5128,coral,MEDIUM POLISHED COPPER,4,JUMBO BOX
19014,green chiffon,MFGR#3,MFGR#34,MFGR#348,navajo,SMALL BURNISHED COPPER,41,SM BOX
19015,mint brown,MFGR#2,MFGR#22,MFGR#2211,violet,STANDARD BURNISHED STEEL,1,JUMBO DRUM
19016,green pale,MFGR#2,MFGR#23,MFGR#2329,honeydew,SMALL POLISHED NICKEL,37,MED CAN
19017,smoke ghost,MFGR#2,MFGR#25,MFGR#2540,ivory,SMALL POLISHED NICKEL,19,SM DRUM
19018,peach cornsilk,MFGR#4,MFGR#44,MFGR#447,lawn,LARGE PLATED STEEL,46,WRAP CAN
19019,saddle dodger,MFGR#4,MFGR#44,MFGR#4420,firebrick,ECONOMY PLATED NICKEL,23,LG JAR
19020,steel brown,MFGR#5,MFGR#55,MFGR#5519,cyan,SMALL PLATED TIN,35,MED BAG
19021,wheat cream,MFGR#5,MFGR#52,MFGR#526,lime,MEDIUM POLISHED COPPER,10,WRAP CAN
19022,rose salmon,MFGR#5,MFGR#55,MFGR#5512,orange,STANDARD ANODIZED COPPER,18,MED JAR
19023,black thistle,MFGR#2,MFGR#22,MFGR#2224,bisque,SMALL BRUSHED BRASS,34,LG JAR
19024,slate goldenrod,MFGR#5,MFGR#51,MFGR#5124,mint,PROMO ANODIZED NICKEL,30,JUMBO PKG
19025,maroon saddle,MFGR#4,MFGR#44,MFGR#4419,blush,STANDARD BRUSHED NICKEL,46,JUMBO JAR
19026,beige blush,MFGR#5,MFGR#53,MFGR#5316,burlywood,STANDARD BURNISHED TIN,31,WRAP JAR
19027,chocolate sky,MFGR#3,MFGR#35,MFGR#357,misty,ECONOMY POLISHED COPPER,48,WRAP PACK
19028,deep red,MFGR#2,MFGR#25,MFGR#2521,chiffon,SMALL POLISHED TIN,28,SM JAR
19029,chartreuse drab,MFGR#1,MFGR#14,MFGR#1431,rose,STANDARD BURNISHED TIN,31,MED JAR
19030,dark tomato,MFGR#4,MFGR#43,MFGR#4325,rose,ECONOMY BRUSHED STEEL,41,WRAP PKG
19031,cornsilk powder,MFGR#2,MFGR#21,MFGR#2133,turquoise,SMALL BRUSHED STEEL,1,WRAP BOX
19032,purple floral,MFGR#4,MFGR#42,MFGR#4210,slate,PROMO ANODIZED NICKEL,12,WRAP DRUM
19033,frosted honeydew,MFGR#3,MFGR#32,MFGR#3232,light,SMALL BRUSHED STEEL,25,JUMBO JAR
